Nom|Prénoms|naissance|décès|Nation|Diocèse|Collège d'études|année de référence|Collège du premier poste|Fonction du premier poste|1ère année attestée du 1er poste|date ultime attestée du 1er poste|Collège du deuxième poste|Fonction du deuxième poste|1ère date attestée du deuxième poste|date ultime attestée du deuxième poste|Collège du troisème poste|Fonction du troisième poste|1ère date attestée du troisième poste|Date ultime attestée du troisième poste|Autres informations|Premier grade connu|Second grade connu|Ordre sacré|Bénéfices|Engagement janséniste|Serment civique|Fonctions universitaires|Publications|Référence de la source 1|Référence de la source 2|Référence de la source 3|Autres références de source
La Fleutrie  (de)|Barthélemy|||France|Paris (Ville)||1705|St  Michel|professeur de philosophie|1705|1705|Mazarin|procureur|1723|1751|||||Procureur de Mazarin 1731-1751, remplacé par Guillaume Louis en 1751, son neveu et légataire universel; Desmarais est son exécuteur testamentaire.|bachelier en théologie|docteur en théologie en 1717|acolyte 1705, prêtre 1710|prieuré, abbaye|||||M3314|H/3/2833|H/3/2832|U253
La Font de Savine  (de)|Charles|1742||France|Embrun||1763||||||||||||||bachelier en théologie||acolyte||||||M3317|U25||
La Forcade Laforcade|Claude François|1723||France|Autun (Ville)||1746||||||||||||||bachelier en théologie||||||||M3316|U25||
La Forgue |Marc Antoine|||France|Pamiers||1724|Mazarin|sous bibliothécaire|1737|1766|||||||||||licencié en théologie en 1745|||||||M3315|M3316|H/3/2835|H/3/2833, H/3/2832
La Fosse  (de)||||Normandie|Rouen||1701||||||||||||||bachelier en théologie||||||examinateur baccalauréat 1745, 46||REG 10|||
La Grive|François|1725||France|Paris (Ville)||1750||||||||||||||bachelier en théologie|docteur en théologie 1761|prêtre||||||M3316|U37||
La Houde de Chemery|Pierre|||France|Paris (Ville)||1743|Fortet|professeur de philosophie|1743|1743|||||||||||docteur en théologie|sous-diacre; prêtre|Cure de st Jacques de l’Hôpital en 1773-1780|||||M3315|U25||
La Houssaye  (de)||||Normandie|||1692|Mazarin|professeur de 6e|1692|1706||||||||||||||||||REG 10|H/3/2827||
La Loire  (de)||||France|Vannes||1730||||||||||||||bachelier en théologie||prêtre||||||M3315|||
La Maison  (de)|Jacques|||France|Autun||1726||||||||||||||bachelier en théologie||||||||M3315|||
La Mare|Jean|1721||France|Paris (Ville)||1757||||||||||||||licencié en droit||prêtre|Un de La Mare est chanoine de Notre-Dame en 1762-1780|||||M3316|H/3/*/2795/7|U25|
La Mare  (de)|Charles|||France|Paris (Ville) ||1692|Navarre|professeur de philosophie|1692|1692|||||||||Inspecteur du collège de Mazarin en 1720.|bachelier en théologie|docteur en théologie |acolyte 1692||||||M3314|REG 82||
La Mare  (de)|Philippe Philibert|||France|Autun||1729|Cambrai|professeur de philosophie|1729|1729||||||||||||clerc|||||Rhétorique latine à l’usage des classes.|M3315|||
La Neuville (de)|Marie Gabriel Louis|1739||France|Saint- Malo||1763|Laon|professeur de philosophie|1763|1763|Grassins|Coadjuteur|1769|1769|Grassins|principal|1771|1791|Un parent est marquis; l'archevêque de Sens cherche à la démettre en 1780 car il est touché par des scandales. Il est toujours en vie en 1797.|docteur en théologie||diacre; prêtre en 1791|||oui|||M3317|H/3/2761|carton 26|
La Pierre de Jalouet du Henan de Vannec (de)|Joseph  Marie|||France|Vannes||1719|Laon|professeur de philosophie|1719|1719|||||||||||docteur en théologie en 1737|clerc||||||M3314|M3320|U254|
La Place  (de)|Claude||||||1651|Beauvais|professeur de rhétorique|1651|1651|||||||||Il a été reçu maître ès arts en 1621, mais n'a enseigné que beaucoup plus tard. A eu Boileau comme élève.|||||||recteur 1652||Jourdain|||
La Place  (de)|Jean  Baptiste|||France|Orléans (Ville)||1708||||||||||||||bachelier en théologie||clerc||||||M3314|||
La Place  (de)|Robert|||France|Paris||1723||||||||||||||bachelier en théologie||clerc||||||M3314|||
La Porte  (de)|Jean  Baptiste  Blaise|||France|Reims|Plessis?|1721|La Marche|professeur de 5e|1721|1737|La Marche|professeur d'humanités|1739|1739|La Marche|professeur de 4e|1741|1742|Nommé à ce poste par démission de maître de La Porte. Un Jean de la Porte avait eu des prix au Plessis, dont un 1er prix de discours latin en 2e en 1691.|licencié en théologie||clerc 1721, prêtre 1745|||||aucune|U254|M3314|M3320|
La Poype de Serriere  (de)|Louis Claude Marie|||France|Lyon||1730||||||||||||||||||||||M3315|||
La Roche  (de)|Guillaume|||France|Autun (Ville)||1696|Cambrai|principal|1696|1706||||||||||bachelier en théologie||||||||U253|M3314||
La Roche  (de)|Joseph|||France|Nevers||1690|Beauvais|professeur|1690|1690|La Marche|professeur émérite|1717|1719||||||||||||||U253|||
La Roue  (de)|Jean-François|1729|1815|France|Paris (Ville)||1752|Sées|régent|1752|1752|||||||||Émigré dans les États pontificaux entre 1793 et 1794. |bachelier en théologie|docteur en théologie|prêtre|Cure de St Côme 1760-1791, cure de Notre-Dame en 1802||réfractaire|||M3316|Dainville-Barbiche|U25|
La Salle  (de)|René|||France|Paris||1737||||||||||||||bachelier en théologie||||||||M3315|||
La Tapie de La Valette  (de)|Alexis|1727||France|Cahors||1751|Dainville|professeur de philosophie|1751|1751|||||||||||bachelier en théologie|diacre||||||M3316|U25||
La Tour  (de)|Jean  Baptiste  Louis|||France|Troyes||1708|Laon|professeur de philosophie|1708|1708|||||||||||docteur en théologie en 1717|clerc||||||M3314|M3320|U253|
La Vacquerie  (de)|Florent|||France|Chartres||1684|Navarre|principal des artiens|1684|1689|Mazarin|sous maître|1688|1702|Mazarin|chapelain|1702|1712||bachelier en théologie|licencié en théologie|diacre?|un Vacquerie est chanoine de Notre-Dame de 1700 à 1735|||||M3314|reg83|H/3/2825 et H/3/2827|Compère
La Valette  Le  Neveu  (de)|Jacques||1770|France|Châlons/ Marne||1733|La Marche|professeur de philosophie|1733|1747|La Marche|principal|1750|1760|||||Selon Jourdain, il serait aussi professeur de rhétorique à La Marche de 1739 à 1741. ||licencié en théologie|prêtre 1770|chanoine de Beauvais|||Recteur 1739-1741, puis 1742-44, sur ordre du Parlement syndic université||U254|M3315|M3317|
La Vaut  (de)|Marc Antoine|||France|Cahors||1736|Ste Barbe|régent|1736|1736||||||||||||sous-diacre||||||M3315|||
La Vierville  (de)|Charles Emmanuel|||France|Paris||1701|Fortet|professeur de philosophie|1701|1701||||||||||||||||||M3314|||
La Villeon Desmareix  (de)|René|||Normandie|Bayeux||1734|Plessis|professeur de philosophie|1734|1737|||||||||enseigne depuis 1737|||prêtre||||||U254|M3315||
La Voye  (de)|Pierre|||France|Chartres||1728||||||||||||||bachelier en droit|docteur en théologie|||||||M3315|U254||
Labitte||||Picardie|||1791|Louis-Le-Grand|professeur de logique|1791|1795|||||||||Naissance en 1760 ou 1761. Agrégé sans poste en 1790.||||||oui|||H/3/2563 (VI)|Dupont-Ferrier||
Labour|Jean|||France|Meaux||1766|Mazarin|professeur de 6e|1766|1785|||||||||Décédé après 1797.|||||||||M 3317|M3318|H/3/2835|MSJF 414 ; carton 26
Lagal|||||||1698|Lisieux|professeur de philosophie|1698|1698||||||||||||||||questeur 1714||M3314|||
Lagau|Nicolas  Jean|||France|Paris (Ville)||1710|Fortet|professeur|1710|1710||||||||||||clerc|Un Lagau est chanoine diacre de Notre-Dame en 1748-1780|||||M3314|M3320||
Lagny|François Louis|1738||France|Paris (Ville)|Navarre 3e 1749, 1vet 1753|1759|||||||||||||Lauréat du concours général.|bachelier en théologie||diacre||||||M3316|U25||
Lahoche|François Charles Alexandre|||Picardie|||1735|Cardinal-Lemoine|professeur|1735|1735|Cardinal-Lemoine|professeur de seconde|1765|1765||||||||clerc tonsuré 1761||||||916363|arno : constitution de tontine en 1761||
Laignel|Jacques|||France|Paris||1707||||||||||||||bachelier en théologie||acolyte||||||M3314|||
Lainel (ou Laisnel)|Jean|||Normandie|||1707|Grassins|professeur de 4e|1707|1714|||||||||Prix d’écriture latine en 7e au Plessis en 1691, en 6e en version latine en 1692, un prix en 5e, en 4e, en 3e, en 2e.|bachelier en théologie||prêtre|curé en 1716|||censeur 1716 procureur 1725 Questeur 1724-28/32|aucune|REG 10|||
Lair|Nicolas||||||1660|Harcourt|professeur de 3e, seconde, rhétorique|1660|1777|Harcourt|principal|1678|1679|||||N'est pas le principal en titre d'Harcourt entre 1679 et 1679.|||laïc en 1710||||recteur 1668-1670, 1678-79||M3313|Jourdain|reg 10|
Laire (de)|Antoine Bonaventure|||France|Autun||1696|Cambrai||||||||||||noble.|bachelier en théologie||acolyte, prêtre||||||M3314|||
Laisné|Guillaume|||Normandie|Avranches||1701|La Marche|professeur|||||||||||Il est professeur avant 1701.|bachelier en théologie|licencié en théologie|prêtre 1701|chanoine de Saint-Étienne-des-Grès|||||CART N|||
Laisnel|Jean|||Normandie|||1709|Grassins|professeur de 4e|1709|1714||||||||||bachelier en théologie||prêtre 1716|cure en 1716|||recteur 1701||REG 10|||
Lallemand (ou L’Allemant)|Pierre||||||1652|Cardinal-Lemoine|professeur de rhétorique|1652|1652|||||||||Entre ensuite dans les ordres et devient chancelier de Sainte Geneviève.|bachelier en théologie||entre ensuite dans les ordres et devient chancelier de Sainte Geneviève.|ensuite dans les ordres et devient chancelier de Sainte Geneviève.|||recteur 1653|Discours latin à l'occasion de la mort d'Omer Talon.|Reg 27|Jourdain||
Lallemant|François|||France|Reims||1739|Beauvais|régent|1739|1739|||||||||Émérite en 1752.|||||||||M3315|M3316||
Lallemant|Jean Nicolas|||France|Reims||1751|La Marche|professeur de rhétorique|1751|1768||||||||||||clerc|||||Éditeur de classiques : Virgile (1746), Pline le jeune (1749), Tacite (1760), Cicéron (1764), Horace (1775), Florus (1776)… |H/3/2754/A-B|MSJF 414|Dictionnaire des lettres françaises 18e| La France littéraire 1757 ; arno : constitution de rente viagère en 1751
Lambert|Antoine Louis|||France|Paris (Ville)||1737|Me Gervais|professeur de philosophie|1737|1737|||||||||||docteur en théologie en 1775|||||||M3315|U25|M 3318|
Lambert|Jacques Mathurin|||France|Vannes||1732|La Marche|professeur de 3e|1732|1763|||||||||||||||||Auteur d'un compliment à Armand de Rohan Ventadour.|M3315|U254|M3316|MSJF 414; U25
Lambin|Jean Charles|1734||Picardie|||1786||agrégé|1786|1790|||||||||Pas de poste malgré l’agrégation de grammaire en 1786. Il a été maître de pension de l’Université en 1777.|||||||||H/3/2754/A-B|MSJF 469||
Lamiot (ou Lamyot)|||1736||||1725|Mazarin|professeur de 5e|1725|1737|||||||||Son père hérite  de lui en 1737.|||||||||H/3/2831|H/3/2830||
Lamoureux|Jean  Louis|||France|Paris (Ville)||1724||||||||||||||||||||||M3315|||
Landri|||||||1695|Navarre|professeur de philosophie|1695|1695|||||||||||bachelier en théologie|||||||M3314|||
Landrier|||||||1652|Narbonne|professeur|1652|1652||||||||||||||||||Reg 27|||
Lange|François Jean|||France|Tours (Ville)||1742|Ste Barbe|professeur de philosophie|1742|1742||||||||||||acolyte||||||M3315|||
Lange|Pierre Louis rené|1737||Picardie|||1766|Cardinal Lemoine |professeur de logique|1766|1791|||||||||Décédé après 1797|||||||||H/3/2754/A-B|MSJF 414|carton 26|
Langle  (de)|Guillaume René|||Normandie|Évreux||1698|Reims|professeur de philosophie|1698|1698||||||||||||prêtre 1700|chapellenie|||||M3314|REG 82||
Langle (de)|Charles Antoine|||France|Paris (Ville)||1720||||||||||||||bachelier en théologie|docteur en théologie en 1737|clerc||||||M3314|U254||
Langlet|||||||1688|Mazarin|professeur de 6e|1688|1690|Mazarin|professeur de 5e|1691|1724|||||Dupuis est son exécuteur testamentaire. Décédé en 1724 ou 1725.|||||||||H/3/2825|H/3/2830|H/3/2829|H/3/2827
Langlois|Cyprien||||||1701|Dainville|professeur de philosophie|1701|1701|||||||||||bachelier en théologie en 1727|||||||M3314|||
Langlois|Jean||1704|Normandie|||1694|Lisieux|principal|1694|1704||||||||||licencié en théologie||||||||REG 10|MM 243||
Langlois|Pierre|||France|Paris|Plessis|1713|Laon|professeur de philosophie|1713|1713|||||||||Il obtient un accessit au Plessis en 6e en 1702, et en 1708 en rhétorique.|||acolyte||||||M3314|||
Lanke  (de)|François|||France|Paris||1706|Trésorier|professeur de philosophie|1706|1706||||||||||||clerc||||||M3314|||
Lanon||||Normandie|||1691||professeur d'humanités émérite|1691|1691||||||||||||||||||REG 10|||
Lansac  (de)|Jean Antoine|1741||France|Bazas||1763||professeur de philosophie|1763|1763|||||||||||bachelier en théologie en 1775|diacre||||||M3317|U25||
Lantin de Moncoy|Jacques Jean|1735||France|Chalon/ Saône (Ville)||1756|Fortet|professeur de philosophie|1756|1756|||||||||||bachelier en théologie en 1775|acolyte||||examinateur baccalauréat 1753||M3316|U25||
Larmenerie (de)||||Normandie|||1758|Harcourt|professeur|1758|1758|Harcourt|professeur de 3e|1765|1769||||||||||||||916363|MSJF 414||
Lastic  (de)|Dominique|||France|Mende||1763|Bourgogne|régent|1763|1763|||||||||||bachelier en théologie en 1775|clerc||||||M3317|U25||
Lathier de Maganne (de)|Alphonse Hubert|1739||France|Valence (Ville)||1760|Dainville|professeur de philosophie|1760|1760|||||||||Simple maître ès arts en 1760.|||clerc||||||M3316|||
Laudry|||||||1788|Lisieux|professeur de physique|1788|1790||||||||||||||||||H/3/2563 (VI)|||
Lauit|Philippe|||France|Agde||1731|Cornouaille|professeur de philosophie|1731|1731|||||||||||||prieuré Ste Marguerite d'Elincourt (Rouen) en 1761|||||M3315|arno : procuration donnée en 1761 à Thomas, vicaire général de Rouen, pour le constat  des réparations de son prieuré||
Laure|||||||1673|Montaigu|régent|1673|1673||||||||||||||||||M3313|||
Laurendeau|Denis Noël|||France|Soissons|Boursier de Presles de 1735-1739|1753|||||||||||||En 1739 il donne des leçons de chant aux boursiers.|bachelier en théologie||prêtre||||||M3316|U25|H/3/2874/4|
Laurent de La Barre (du)|Alexandre Hyacinthe|||France|Quimper||1741|Navarre|professeur de philosophie|1750|1755|Cornouaille|principal|1757|1757|Collège Royal|professeur de théologie|1757|1757||bachelier en théologie|docteur en théologie en 1757|diacre 1741, abbé 1757||||examinateur baccalauréat 1745, 48|Les monuments publics, poème; Les Jésuitiques, ode|M3315|M3316|U37|La France littéraire 1769
Laval  de Montmorency|François  Guy|||France|Chartres||1696|Bayeux|professeur de philosophie|1696|1696||||||||||bachelier en théologie||||||||M3314|||
Lavoisé  (de)|Jacques|||Normandie|Rouen||1681|Navarre|professeur d'humanités|1681|1696|Navarre|professeur de 5e|1705|1705||||||||prêtre 1705|||||aucune|CART N|REG 10|H/3/*/2597|
Le Barbier|Alexandre|||Normandie|Évreux||1652|La Marche|professeur de philosophie|1652|1652|La Marche|vice principal|1666|1666||||||bachelier en théologie|licencié en théologie|||||questeur 1666, procureur 1670||Cart N|reg 10|Jourdain|
Le Barbier|François||||||1652|La Marche|professeur de philosophie|1652|1672|||||||||C'est un professeur «très célèbre» en 1672.|||||||||M3313|Reg 27||
Le Bastier|François Jacques|||France|Paris (Ville)||1743||||||||||||||bachelier en droit||prêtre|||||Parallèle de la Henriade et du Lutrin|M3315|||
Le Beau|Charles|1701||France|Paris (Ville)||1725|Grassins|professeur|1725|1748|collège royal |professeur|1752|1752|||||Membre de l'Académie des Inscriptions et Belles-lettres en 1749, secrétaire de cette académie de 1755 à 1772. Plusieurs prix au collège du Plessis de la 6e à la 4e. Décédé en 1778 ou 1779.||||||||L'Histoire du Bas-Empire en commençant à Constantin Le Grand, éditeur et traducteur de L'anti-Lucrèce; de mémoires de l'académie, Homeri opera 7 vol; de nombreuses odes|U254|Dictionnaire des lettres françaises 18e|M3315|La France littéraire 1757, 1769
Le Beau|Jean Louis|1721|1765|France|Paris (Ville)||1743|Grassins|professeur de grammaire et d'humanités|1744|1765|||||||||Né à Paris, parent de Charles Le Beau, marié à Elisabeth Perlet.|||Marié|||||Homeri opera Graece et Latine 7 vol; mémoires in  Recueil de l’académie; diverses odes|M3315|U255|M3316|916 363; La France littéraire 1769, MSJF 414; arno : bail de location d'une maison rue des Noyers à Paris à l'Abbaye de Saint-Jean-des-Vignes de Soissons en 1751
Le Beau de Montour|René (Romain?)|1726||France|Bazas|Boursier des Dix-Huit  en 1741|1749|Cornouaille|professeur de philosophie|1749|1749|||||||||||docteur en théologie en 1755|diacre 1749 prêtre 1755||||||M3316|||
Le Bel (Lebel)|Michel François||1784|Picardie|||1741|Mazarin|professeur de rhétorique|1741|1766|||||||||Il cesse d'enseigner en 1766 mais reste dans l'université jusqu'à sa mort. ||licencié en théologie en 1765|||||||916363|H/3/2835|Dictionnaire des lettres françaises|h/3/2834, H/3/2833, H/3/2832, MSJF 414
Le Besgnue (du Vesgnue)  des   Magenville|Claude|||France|Paris||1695|Reims|professeur de philosophie|1695|1695||||||||||bachelier en théologie||||||||M3314|||
Le Blanc|Philippe René|||France|Paris (Ville)||1739|Fortet|professeur de philosophie|1739|1739||||||||||bachelier en théologie|docteur en théologie|acolyte 1739, prêtre 1790|Il est en 1790 ancien grand vicaire de Narbonne puis de Reims, abbé de Notre-Dame de Charon (diocèse de. La Rochelle), prieur royal de Compagnac (diocèse d'Uzès), prieur d'un autre prieuré dans le diocèse de Toul, titulaire de deux pensions de 1200 et 3500 livres. Il réside alors à Saint-Germain-des-Prés.|||||M3315|M3316|H/3/*/2795/7/|
Le Blond|Gilles|||Normandie|Coutances||1691|La Marche|professeur de philosophie|1691|1705|||||||||Professeur émérite et marié en 1709.|bachelier en théologie||Marié 1709||||||CART N|M3314|Jourdain |
Le Blond|Michel|||Normandie|Évreux ||1682|Beauvais|professeur de 4e|1682|1691|Plessis |vice-principal|1700|1719|||||||licencié en théologie|prêtre 1700|||||aucune|REG 10|CART N|H/3/*/2597|
Le Bon|Jean Baptiste Victor|1733||France|Paris (Ville)|Grassins 2e 1749, 1vet 1751|1776|||||||||||||Lauréat du concours général, agrégé de lettres en 1776. Sans poste enseignant mais maître de pension de l'université en 1777, il réside rue Saint-Jacques.|||||||censeur 1663, (M3313, p.17, élection contestée)||MSJF 469|M3317||
Le Borgne de Kermornan |Toussaint Anne||1752|France|Léon||1728|||||||||||||Appelant, formé aux séminaires de Saint-Sulpice et de Saint-Nicolas, embastillé un mois en 1742, son frère était évêque de Tréguier|bachelier en droit|bachelier en théologie|prêtre 1752||classé janséniste, il figure dans le Nécrologue des appelants||||M3315|||
